date,beef,veal,pork,lamb_and_mutton,broilers,other_chicken,turkey
1944-01-01 00:00:00,751.0,85.0,1280.0,89.0,,,
1944-02-01 00:00:00,713.0,77.0,1169.0,72.0,,,
1944-03-01 00:00:00,741.0,90.0,1128.0,75.0,,,
1944-04-01 00:00:00,650.0,89.0,978.0,66.0,,,
1944-05-01 00:00:00,681.0,106.0,1029.0,78.0,,,
1944-06-01 00:00:00,658.0,125.0,962.0,79.0,,,
1944-07-01 00:00:00,662.0,142.0,796.0,82.0,,,
1944-08-01 00:00:00,787.0,175.0,748.0,87.0,,,
1944-09-01 00:00:00,774.0,182.0,678.0,91.0,,,
1944-10-01 00:00:00,834.0,215.0,777.0,100.0,,,
1944-11-01 00:00:00,786.0,197.0,944.0,91.0,,,
1944-12-01 00:00:00,764.0,146.0,1013.0,91.0,,,
1945-01-01 00:00:00,820.0,119.0,1037.0,100.0,,,
1945-02-01 00:00:00,816.0,97.0,724.0,81.0,,,
1945-03-01 00:00:00,836.0,107.0,723.0,87.0,,,
1945-04-01 00:00:00,736.0,98.0,651.0,78.0,,,
1945-05-01 00:00:00,747.0,103.0,682.0,87.0,,,
1945-06-01 00:00:00,739.0,110.0,674.0,87.0,,,
1945-07-01 00:00:00,736.0,117.0,610.0,82.0,,,
1945-08-01 00:00:00,858.0,145.0,531.0,77.0,,,
1945-09-01 00:00:00,910.0,164.0,535.0,80.0,,,
1945-10-01 00:00:00,1022.0,201.0,628.0,95.0,,,
1945-11-01 00:00:00,933.0,173.0,945.0,86.0,,,
1945-12-01 00:00:00,783.0,118.0,1103.0,90.0,,,
1946-01-01 00:00:00,856.0,101.0,1051.0,74.0,,,
1946-02-01 00:00:00,827.0,85.0,966.0,109.0,,,
1946-03-01 00:00:00,796.0,92.0,780.0,97.0,,,
1946-04-01 00:00:00,734.0,91.0,846.0,83.0,,,
1946-05-01 00:00:00,605.0,83.0,810.0,65.0,,,
1946-06-01 00:00:00,461.0,78.0,505.0,75.0,,,
1946-07-01 00:00:00,954.0,140.0,903.0,77.0,,,
1946-08-01 00:00:00,871.0,138.0,601.0,72.0,,,
1946-09-01 00:00:00,366.0,98.0,124.0,63.0,,,
1946-10-01 00:00:00,840.0,167.0,662.0,96.0,,,
1946-11-01 00:00:00,844.0,142.0,1010.0,71.0,,,
1946-12-01 00:00:00,856.0,114.0,962.0,64.0,,,
1947-01-01 00:00:00,935.0,113.0,1054.0,74.0,,,
1947-02-01 00:00:00,778.0,93.0,709.0,62.0,,,
1947-03-01 00:00:00,829.0,104.0,606.0,62.0,,,
1947-04-01 00:00:00,831.0,108.0,656.0,65.0,,,
1947-05-01 00:00:00,846.0,110.0,678.0,65.0,,,
1947-06-01 00:00:00,804.0,118.0,667.0,60.0,,,
1947-07-01 00:00:00,839.0,136.0,661.0,59.0,,,
1947-08-01 00:00:00,766.0,131.0,534.0,57.0,,,
1947-09-01 00:00:00,888.0,154.0,549.0,66.0,,,
1947-10-01 00:00:00,924.0,163.0,700.0,76.0,,,
1947-11-01 00:00:00,813.0,145.0,932.0,66.0,,,
1947-12-01 00:00:00,843.0,118.0,1065.0,67.0,,,
1948-01-01 00:00:00,856.0,106.0,929.0,65.0,,,
1948-02-01 00:00:00,662.0,87.0,679.0,60.0,,,
1948-03-01 00:00:00,727.0,99.0,672.0,60.0,,,
1948-04-01 00:00:00,700.0,101.0,629.0,53.0,,,
1948-05-01 00:00:00,650.0,97.0,653.0,47.0,,,
1948-06-01 00:00:00,733.0,118.0,774.0,58.0,,,
1948-07-01 00:00:00,681.0,116.0,576.0,55.0,,,
1948-08-01 00:00:00,705.0,121.0,463.0,59.0,,,
1948-09-01 00:00:00,773.0,127.0,514.0,68.0,,,
1948-10-01 00:00:00,752.0,126.0,690.0,73.0,,,
1948-11-01 00:00:00,744.0,119.0,896.0,67.0,,,
1948-12-01 00:00:00,783.0,106.0,1011.0,63.0,,,
1949-01-01 00:00:00,779.0,91.0,915.0,60.0,,,
1949-02-01 00:00:00,697.0,82.0,701.0,51.0,,,
1949-03-01 00:00:00,794.0,98.0,737.0,47.0,,,
1949-04-01 00:00:00,721.0,91.0,647.0,34.0,,,
1949-05-01 00:00:00,747.0,92.0,630.0,38.0,,,
1949-06-01 00:00:00,765.0,103.0,657.0,42.0,,,
1949-07-01 00:00:00,743.0,103.0,584.0,45.0,,,
1949-08-01 00:00:00,835.0,123.0,605.0,54.0,,,
1949-09-01 00:00:00,821.0,121.0,637.0,55.0,,,
1949-10-01 00:00:00,772.0,120.0,764.0,56.0,,,
1949-11-01 00:00:00,751.0,119.0,957.0,52.0,,,
1949-12-01 00:00:00,717.0,97.0,1041.0,53.0,,,
1950-01-01 00:00:00,780.0,87.0,965.0,55.0,,,
1950-02-01 00:00:00,676.0,80.0,699.0,46.0,,,
1950-03-01 00:00:00,775.0,96.0,807.0,49.0,,,
1950-04-01 00:00:00,694.0,87.0,702.0,44.0,,,
1950-05-01 00:00:00,774.0,93.0,716.0,47.0,,,
1950-06-01 00:00:00,753.0,97.0,718.0,48.0,,,
1950-07-01 00:00:00,754.0,97.0,617.0,46.0,,,
1950-08-01 00:00:00,829.0,108.0,633.0,52.0,,,
1950-09-01 00:00:00,832.0,107.0,667.0,51.0,,,
1950-10-01 00:00:00,814.0,105.0,806.0,51.0,,,
1950-11-01 00:00:00,794.0,98.0,978.0,47.0,,,
1950-12-01 00:00:00,773.0,82.0,1089.0,45.0,,,
1951-01-01 00:00:00,842.0,81.0,1085.0,54.0,,,
1951-02-01 00:00:00,650.0,66.0,720.0,38.0,,,
1951-03-01 00:00:00,696.0,73.0,837.0,39.0,,,
1951-04-01 00:00:00,658.0,67.0,813.0,36.0,,,
1951-05-01 00:00:00,716.0,71.0,798.0,34.0,,,
1951-06-01 00:00:00,591.0,78.0,798.0,39.0,,,
1951-07-01 00:00:00,676.0,86.0,686.0,42.0,,,
1951-08-01 00:00:00,767.0,98.0,753.0,44.0,,,
1951-09-01 00:00:00,697.0,87.0,715.0,41.0,,,
1951-10-01 00:00:00,789.0,106.0,885.0,53.0,,,
1951-11-01 00:00:00,768.0,91.0,1023.0,47.0,,,
1951-12-01 00:00:00,699.0,68.0,1077.0,41.0,,,
1952-01-01 00:00:00,810.0,75.0,1130.0,54.0,,,
1952-02-01 00:00:00,721.0,66.0,945.0,52.0,,,
1952-03-01 00:00:00,685.0,70.0,924.0,51.0,,,
1952-04-01 00:00:00,703.0,71.0,839.0,50.0,,,
1952-05-01 00:00:00,742.0,77.0,736.0,49.0,,,
1952-06-01 00:00:00,698.0,83.0,727.0,46.0,,,
1952-07-01 00:00:00,786.0,94.0,653.0,43.0,,,
1952-08-01 00:00:00,793.0,100.0,637.0,49.0,,,
1952-09-01 00:00:00,841.0,111.0,720.0,59.0,,,
1952-10-01 00:00:00,933.0,128.0,894.0,68.0,,,
1952-11-01 00:00:00,768.0,105.0,937.0,52.0,,,
1952-12-01 00:00:00,857.0,100.0,1179.0,62.0,,,
1953-01-01 00:00:00,926.0,91.0,1029.0,67.0,,,
1953-02-01 00:00:00,849.0,80.0,759.0,57.0,,,
1953-03-01 00:00:00,931.0,94.0,809.0,63.0,,,
1953-04-01 00:00:00,989.0,102.0,714.0,58.0,,,
1953-05-01 00:00:00,961.0,107.0,619.0,52.0,,,
1953-06-01 00:00:00,999.0,128.0,644.0,50.0,,,
1953-07-01 00:00:00,1034.0,138.0,597.0,54.0,,,
1953-08-01 00:00:00,1007.0,142.0,582.0,55.0,,,
1953-09-01 00:00:00,1085.0,152.0,664.0,64.0,,,
1953-10-01 00:00:00,1144.0,162.0,793.0,73.0,,,
1953-11-01 00:00:00,1037.0,133.0,888.0,58.0,,,
1953-12-01 00:00:00,1093.0,122.0,873.0,64.0,,,
1954-01-01 00:00:00,1076.0,111.0,809.0,66.0,,,
1954-02-01 00:00:00,921.0,99.0,656.0,59.0,,,
1954-03-01 00:00:00,1068.0,121.0,770.0,61.0,,,
1954-04-01 00:00:00,988.0,111.0,661.0,58.0,,,
1954-05-01 00:00:00,1007.0,115.0,616.0,54.0,,,
1954-06-01 00:00:00,1066.0,138.0,649.0,59.0,,,
1954-07-01 00:00:00,1078.0,143.0,596.0,59.0,,,
1954-08-01 00:00:00,1080.0,149.0,641.0,60.0,,,
1954-09-01 00:00:00,1098.0,154.0,757.0,62.0,,,
1954-10-01 00:00:00,1086.0,153.0,818.0,63.0,,,
1954-11-01 00:00:00,1059.0,134.0,947.0,59.0,,,
1954-12-01 00:00:00,1074.0,123.0,1012.0,61.0,,,
1955-01-01 00:00:00,1073.0,114.0,939.0,66.0,,,
1955-02-01 00:00:00,924.0,100.0,771.0,59.0,,,
1955-03-01 00:00:00,1084.0,119.0,905.0,68.0,,,
1955-04-01 00:00:00,1013.0,109.0,744.0,63.0,,,
1955-05-01 00:00:00,1075.0,118.0,707.0,64.0,,,
1955-06-01 00:00:00,1144.0,130.0,667.0,60.0,,,
1955-07-01 00:00:00,1045.0,123.0,594.0,53.0,,,
1955-08-01 00:00:00,1227.0,143.0,726.0,62.0,,,
1955-09-01 00:00:00,1206.0,147.0,808.0,66.0,,,
1955-10-01 00:00:00,1172.0,142.0,948.0,62.0,,,
1955-11-01 00:00:00,1136.0,129.0,1073.0,60.0,,,
1955-12-01 00:00:00,1114.0,113.0,1145.0,61.0,,,
1956-01-01 00:00:00,1231.0,115.0,1057.0,71.0,,,
1956-02-01 00:00:00,1087.0,108.0,923.0,64.0,,,
1956-03-01 00:00:00,1131.0,113.0,954.0,66.0,,,
1956-04-01 00:00:00,1122.0,113.0,812.0,60.0,,,
1956-05-01 00:00:00,1194.0,122.0,777.0,54.0,,,
1956-06-01 00:00:00,1172.0,124.0,711.0,52.0,,,
1956-07-01 00:00:00,1198.0,133.0,690.0,57.0,,,
1956-08-01 00:00:00,1202.0,151.0,721.0,62.0,,,
1956-09-01 00:00:00,1105.0,141.0,767.0,57.0,,,
1956-10-01 00:00:00,1304.0,169.0,967.0,71.0,,,
1956-11-01 00:00:00,1201.0,141.0,1011.0,58.0,,,
1956-12-01 00:00:00,1143.0,111.0,894.0,56.0,,,
1957-01-01 00:00:00,1326.0,128.0,913.0,72.0,,,
1957-02-01 00:00:00,1082.0,107.0,778.0,60.0,,,
1957-03-01 00:00:00,1099.0,112.0,831.0,56.0,,,
1957-04-01 00:00:00,1085.0,113.0,786.0,57.0,,,
1957-05-01 00:00:00,1203.0,118.0,785.0,60.0,,,
1957-06-01 00:00:00,1086.0,115.0,663.0,53.0,,,
1957-07-01 00:00:00,1220.0,132.0,687.0,60.0,,,
1957-08-01 00:00:00,1196.0,138.0,694.0,56.0,,,
1957-09-01 00:00:00,1151.0,131.0,760.0,56.0,,,
1957-10-01 00:00:00,1268.0,140.0,935.0,62.0,,,
1957-11-01 00:00:00,1072.0,110.0,865.0,50.0,,,
1957-12-01 00:00:00,1064.0,98.0,882.0,52.0,,,
1958-01-01 00:00:00,1211.0,106.0,892.0,59.0,,,
1958-02-01 00:00:00,960.0,86.0,708.0,53.0,,,
1958-03-01 00:00:00,985.0,91.0,775.0,56.0,,,
1958-04-01 00:00:00,1023.0,90.0,806.0,65.0,,,
1958-05-01 00:00:00,1062.0,90.0,734.0,62.0,,,
1958-06-01 00:00:00,1078.0,91.0,710.0,55.0,,,
1958-07-01 00:00:00,1148.0,96.0,714.0,53.0,,,
1958-08-01 00:00:00,1079.0,92.0,718.0,50.0,,,
1958-09-01 00:00:00,1148.0,94.0,822.0,55.0,,,
1958-10-01 00:00:00,1220.0,103.0,932.0,59.0,,,
1958-11-01 00:00:00,978.0,81.0,858.0,48.0,,,
1958-12-01 00:00:00,1091.0,83.0,949.0,59.0,,,
1959-01-01 00:00:00,1127.0,75.0,965.0,74.0,,,
1959-02-01 00:00:00,946.0,67.0,907.0,60.0,,,
1959-03-01 00:00:00,1029.0,73.0,918.0,64.0,,,
1959-04-01 00:00:00,1099.0,73.0,920.0,61.0,,,
1959-05-01 00:00:00,1071.0,70.0,823.0,54.0,,,
1959-06-01 00:00:00,1109.0,76.0,825.0,54.0,,,
1959-07-01 00:00:00,1166.0,80.0,842.0,57.0,,,
1959-08-01 00:00:00,1083.0,76.0,792.0,52.0,,,
1959-09-01 00:00:00,1177.0,87.0,926.0,63.0,,,
1959-10-01 00:00:00,1186.0,92.0,1060.0,64.0,,,
1959-11-01 00:00:00,1080.0,80.0,1028.0,57.0,,,
1959-12-01 00:00:00,1160.0,80.0,1125.0,64.0,,,
1960-01-01 00:00:00,1196.0,79.0,1058.0,68.0,255.90000000000001,,22.100000000000001
1960-02-01 00:00:00,1089.0,73.0,940.0,60.0,250.90000000000001,,14.0
1960-03-01 00:00:00,1201.0,83.0,981.0,61.0,283.60000000000002,,13.4
1960-04-01 00:00:00,1066.0,75.0,910.0,59.0,301.60000000000002,,16.199999999999999
1960-05-01 00:00:00,1202.0,77.0,905.0,61.0,331.69999999999999,,27.100000000000001
1960-06-01 00:00:00,1247.0,85.0,852.0,60.0,339.80000000000001,,46.0
1960-07-01 00:00:00,1166.0,85.0,724.0,57.0,323.60000000000002,,51.899999999999999
1960-08-01 00:00:00,1307.0,99.0,850.0,65.0,379.30000000000001,,109.5
1960-09-01 00:00:00,1298.0,101.0,845.0,68.0,341.39999999999998,,149.59999999999999
1960-10-01 00:00:00,1263.0,97.0,885.0,70.0,324.60000000000002,,192.30000000000001
1960-11-01 00:00:00,1190.0,91.0,956.0,64.0,285.89999999999998,,181.30000000000001
1960-12-01 00:00:00,1149.0,80.0,957.0,61.0,280.80000000000001,,125.09999999999999
1961-01-01 00:00:00,1235.0,81.0,947.0,73.0,297.80000000000001,,34.899999999999999
1961-02-01 00:00:00,1086.0,73.0,823.0,63.0,255.80000000000001,,16.100000000000001
1961-03-01 00:00:00,1242.0,82.0,980.0,75.0,331.69999999999999,,24.300000000000001
1961-04-01 00:00:00,1137.0,72.0,823.0,71.0,357.89999999999998,,22.399999999999999
1961-05-01 00:00:00,1321.0,79.0,923.0,75.0,421.30000000000001,,44.799999999999997
1961-06-01 00:00:00,1333.0,79.0,854.0,66.0,442.39999999999998,,72.799999999999997
1961-07-01 00:00:00,1223.0,74.0,723.0,60.0,412.39999999999998,,82.0
1961-08-01 00:00:00,1344.0,89.0,842.0,68.0,427.5,,143.59999999999999
1961-09-01 00:00:00,1267.0,85.0,838.0,67.0,373.0,,179.40000000000001
1961-10-01 00:00:00,1336.0,91.0,993.0,73.0,385.19999999999999,,248.30000000000001
1961-11-01 00:00:00,1237.0,84.0,1034.0,65.0,306.0,,249.40000000000001
1961-12-01 00:00:00,1169.0,71.0,950.0,62.0,275.80000000000001,,138.0
1962-01-01 00:00:00,1327.0,82.0,1017.0,77.0,304.0,,33.899999999999999
1962-02-01 00:00:00,1111.0,69.0,864.0,66.0,275.80000000000001,,12.6
1962-03-01 00:00:00,1232.0,78.0,1010.0,68.0,339.5,,13.800000000000001
1962-04-01 00:00:00,1141.0,71.0,932.0,66.0,362.30000000000001,,19.199999999999999
1962-05-01 00:00:00,1312.0,79.0,964.0,66.0,427.80000000000001,,32.5
1962-06-01 00:00:00,1275.0,73.0,853.0,56.0,421.39999999999998,,44.5
1962-07-01 00:00:00,1284.0,76.0,798.0,62.0,397.0,,59.200000000000003
1962-08-01 00:00:00,1343.0,86.0,867.0,65.0,415.69999999999999,,121.5
1962-09-01 00:00:00,1194.0,81.0,787.0,67.0,343.5,,163.19999999999999
1962-10-01 00:00:00,1357.0,93.0,1092.0,77.0,408.60000000000002,,237.19999999999999
1962-11-01 00:00:00,1209.0,79.0,1052.0,65.0,342.30000000000001,,231.19999999999999
1962-12-01 00:00:00,1146.0,69.0,993.0,60.0,322.89999999999998,,128.0
1963-01-01 00:00:00,1346.0,78.0,1063.0,73.0,377.5,,31.0
1963-02-01 00:00:00,1171.0,66.0,922.0,59.0,303.10000000000002,,13.199999999999999
1963-03-01 00:00:00,1276.0,68.0,1056.0,63.0,343.5,,12.4
1963-04-01 00:00:00,1304.0,65.0,1037.0,62.0,379.39999999999998,,16.699999999999999
1963-05-01 00:00:00,1404.0,65.0,986.0,59.0,417.19999999999999,,30.899999999999999
1963-06-01 00:00:00,1311.0,61.0,824.0,53.0,414.0,,42.0
1963-07-01 00:00:00,1370.0,71.0,850.0,64.0,444.19999999999999,,74.799999999999997
1963-08-01 00:00:00,1397.0,76.0,856.0,64.0,431.19999999999999,,137.69999999999999
1963-09-01 00:00:00,1342.0,76.0,954.0,65.0,390.39999999999998,,193.69999999999999
1963-10-01 00:00:00,1513.0,84.0,1110.0,76.0,409.30000000000001,,251.80000000000001
1963-11-01 00:00:00,1299.0,70.0,1075.0,59.0,326.30000000000001,,217.40000000000001
1963-12-01 00:00:00,1316.0,67.0,1130.0,60.0,371.19999999999999,,142.09999999999999
1964-01-01 00:00:00,1512.0,77.0,1162.0,71.0,391.80000000000001,,32.100000000000001
1964-02-01 00:00:00,1301.0,64.0,973.0,55.0,345.60000000000002,,12.5
1964-03-01 00:00:00,1414.0,69.0,1052.0,59.0,371.19999999999999,,15.6
1964-04-01 00:00:00,1515.0,68.0,1073.0,60.0,406.60000000000002,,18.0
1964-05-01 00:00:00,1511.0,66.0,921.0,55.0,423.0,,29.899999999999999
1964-06-01 00:00:00,1589.0,72.0,868.0,55.0,454.5,,52.600000000000001
1964-07-01 00:00:00,1545.0,81.0,853.0,58.0,436.0,,86.599999999999994
1964-08-01 00:00:00,1477.0,84.0,814.0,53.0,432.80000000000001,,145.59999999999999
1964-09-01 00:00:00,1536.0,91.0,939.0,59.0,419.89999999999998,,208.30000000000001
1964-10-01 00:00:00,1623.0,97.0,1140.0,64.0,413.19999999999999,,258.30000000000001
1964-11-01 00:00:00,1454.0,82.0,1106.0,55.0,339.30000000000001,,250.59999999999999
1964-12-01 00:00:00,1560.0,77.0,1118.0,59.0,376.30000000000001,,143.0
1965-01-01 00:00:00,1539.0,79.0,1014.0,59.0,396.0,,31.199999999999999
1965-02-01 00:00:00,1365.0,69.0,872.0,48.0,353.0,,13.699999999999999
1965-03-01 00:00:00,1568.0,80.0,1075.0,55.0,407.69999999999999,,14.5
1965-04-01 00:00:00,1423.0,73.0,972.0,55.0,420.30000000000001,,15.6
1965-05-01 00:00:00,1431.0,66.0,803.0,50.0,433.10000000000002,,27.0
1965-06-01 00:00:00,1530.0,74.0,804.0,50.0,486.80000000000001,,54.700000000000003
1965-07-01 00:00:00,1520.0,77.0,755.0,51.0,467.30000000000001,,95.700000000000003
1965-08-01 00:00:00,1567.0,85.0,806.0,52.0,483.19999999999999,,163.59999999999999
1965-09-01 00:00:00,1624.0,90.0,917.0,59.0,469.80000000000001,,224.40000000000001
1965-10-01 00:00:00,1603.0,88.0,920.0,57.0,456.89999999999998,,262.10000000000002
1965-11-01 00:00:00,1570.0,83.0,935.0,52.0,398.89999999999998,,275.10000000000002
1965-12-01 00:00:00,1585.0,72.0,863.0,51.0,421.39999999999998,,152.5
1966-01-01 00:00:00,1659.0,75.0,830.0,51.0,407.0,,35.5
1966-02-01 00:00:00,1468.0,69.0,809.0,45.0,397.80000000000001,,18.100000000000001
1966-03-01 00:00:00,1606.0,79.0,1006.0,59.0,439.39999999999998,,17.0
1966-04-01 00:00:00,1508.0,68.0,923.0,55.0,449.60000000000002,,20.5
1966-05-01 00:00:00,1583.0,66.0,875.0,54.0,469.69999999999999,,35.700000000000003
1966-06-01 00:00:00,1700.0,70.0,841.0,56.0,514.29999999999995,,79.5
1966-07-01 00:00:00,1559.0,68.0,747.0,50.0,465.19999999999999,,114.5
1966-08-01 00:00:00,1736.0,79.0,879.0,55.0,540.39999999999998,,196.40000000000001
1966-09-01 00:00:00,1714.0,76.0,991.0,57.0,515.39999999999998,,239.90000000000001
1966-10-01 00:00:00,1668.0,76.0,1029.0,56.0,497.10000000000002,,271.89999999999998
1966-11-01 00:00:00,1650.0,72.0,1094.0,50.0,435.30000000000001,,274.89999999999998
1966-12-01 00:00:00,1642.0,64.0,1106.0,51.0,472.69999999999999,,174.09999999999999
1967-01-01 00:00:00,1728.0,67.0,1108.0,61.0,474.89999999999998,,45.299999999999997
1967-02-01 00:00:00,1540.0,59.0,980.0,57.0,403.60000000000002,,24.800000000000001
1967-03-01 00:00:00,1693.0,65.0,1136.0,61.0,472.0,,26.5
1967-04-01 00:00:00,1595.0,57.0,1020.0,49.0,455.89999999999998,,25.199999999999999
1967-05-01 00:00:00,1763.0,59.0,930.0,49.0,552.0,,46.399999999999999
1967-06-01 00:00:00,1748.0,60.0,919.0,49.0,548.0,,102.40000000000001
1967-07-01 00:00:00,1604.0,59.0,838.0,48.0,488.10000000000002,,153.40000000000001
1967-08-01 00:00:00,1738.0,68.0,1009.0,54.0,573.5,,246.0
1967-09-01 00:00:00,1647.0,66.0,1046.0,55.0,503.69999999999999,,253.30000000000001
1967-10-01 00:00:00,1726.0,70.0,1154.0,55.0,525.5,,286.30000000000001
1967-11-01 00:00:00,1616.0,64.0,1142.0,50.0,449.30000000000001,,278.10000000000002
1967-12-01 00:00:00,1593.0,54.0,1095.0,49.0,429.5,,177.30000000000001
1968-01-01 00:00:00,1798.0,63.0,1150.0,59.0,483.89999999999998,,51.899999999999999
1968-02-01 00:00:00,1633.0,54.0,986.0,48.0,429.0,,25.100000000000001
1968-03-01 00:00:00,1620.0,57.0,1060.0,46.0,448.80000000000001,,21.800000000000001
1968-04-01 00:00:00,1638.0,56.0,1113.0,49.0,484.89999999999998,,25.899999999999999
1968-05-01 00:00:00,1795.0,57.0,1110.0,50.0,532.20000000000005,,39.100000000000001
1968-06-01 00:00:00,1645.0,52.0,895.0,45.0,497.10000000000002,,69.5
1968-07-01 00:00:00,1787.0,57.0,943.0,49.0,550.89999999999998,,122.3
1968-08-01 00:00:00,1798.0,59.0,996.0,49.0,547.70000000000005,,194.0
1968-09-01 00:00:00,1725.0,59.0,1059.0,51.0,502.80000000000001,,221.19999999999999
1968-10-01 00:00:00,1917.0,67.0,1249.0,56.0,572.0,,277.19999999999999
1968-11-01 00:00:00,1661.0,61.0,1143.0,45.0,425.69999999999999,,245.59999999999999
1968-12-01 00:00:00,1647.0,54.0,1162.0,46.0,464.0,,162.0
1969-01-01 00:00:00,1857.0,60.0,1170.0,55.0,540.70000000000005,,42.600000000000001
1969-02-01 00:00:00,1631.0,52.0,1050.0,42.0,445.60000000000002,,21.300000000000001
1969-03-01 00:00:00,1660.0,53.0,1131.0,45.0,482.60000000000002,,23.399999999999999
1969-04-01 00:00:00,1667.0,52.0,1145.0,46.0,533.5,,21.0
1969-05-01 00:00:00,1685.0,50.0,1028.0,45.0,562.70000000000005,,39.0
1969-06-01 00:00:00,1666.0,50.0,964.0,42.0,573.89999999999998,,85.400000000000006
1969-07-01 00:00:00,1765.0,53.0,970.0,42.0,568.39999999999998,,145.5
1969-08-01 00:00:00,1734.0,52.0,943.0,41.0,573.79999999999995,,185.30000000000001
1969-09-01 00:00:00,1855.0,57.0,1073.0,47.0,578.0,,225.80000000000001
1969-10-01 00:00:00,1995.0,61.0,1188.0,49.0,610.5,,266.5
1969-11-01 00:00:00,1641.0,49.0,1003.0,40.0,461.30000000000001,,229.69999999999999
1969-12-01 00:00:00,1804.0,50.0,1109.0,44.0,553.20000000000005,,147.40000000000001
1970-01-01 00:00:00,1872.0,50.0,1051.0,47.0,580.10000000000002,,40.5
1970-02-01 00:00:00,1644.0,44.0,929.0,41.0,522.89999999999998,,22.199999999999999
1970-03-01 00:00:00,1760.0,49.0,1076.0,49.0,573.10000000000002,,22.100000000000001
1970-04-01 00:00:00,1783.0,47.0,1137.0,51.0,628.0,,27.600000000000001
1970-05-01 00:00:00,1736.0,45.0,1015.0,43.0,601.39999999999998,,44.899999999999999
1970-06-01 00:00:00,1807.0,45.0,981.0,44.0,666.10000000000002,,109.5
1970-07-01 00:00:00,1808.0,47.0,990.0,44.0,657.0,,172.09999999999999
1970-08-01 00:00:00,1734.0,46.0,1008.0,41.0,611.5,,212.0
1970-09-01 00:00:00,1868.0,49.0,1156.0,46.0,613.5,,244.59999999999999
1970-10-01 00:00:00,1913.0,49.0,1278.0,48.0,633.39999999999998,,276.89999999999998
1970-11-01 00:00:00,1696.0,43.0,1255.0,39.0,512.89999999999998,,244.90000000000001
1970-12-01 00:00:00,1851.0,44.0,1372.0,46.0,561.5,,149.19999999999999
1971-01-01 00:00:00,1817.0,44.0,1265.0,50.0,563.10000000000002,,49.899999999999999
1971-02-01 00:00:00,1617.0,41.0,1073.0,45.0,530.29999999999995,,31.5
1971-03-01 00:00:00,1866.0,48.0,1333.0,51.0,616.5,,42.700000000000003
1971-04-01 00:00:00,1771.0,44.0,1293.0,49.0,599.39999999999998,,47.700000000000003
1971-05-01 00:00:00,1761.0,42.0,1188.0,41.0,592.10000000000002,,63.100000000000001
1971-06-01 00:00:00,1914.0,43.0,1197.0,42.0,654.29999999999995,,127.7
1971-07-01 00:00:00,1850.0,43.0,1057.0,41.0,619.39999999999998,,177.09999999999999
1971-08-01 00:00:00,1836.0,42.0,1150.0,41.0,673.70000000000005,,221.19999999999999
1971-09-01 00:00:00,1889.0,45.0,1234.0,47.0,630.89999999999998,,235.80000000000001
1971-10-01 00:00:00,1824.0,43.0,1213.0,48.0,624.5,,256.0
1971-11-01 00:00:00,1786.0,42.0,1296.0,44.0,576.20000000000005,,242.90000000000001
1971-12-01 00:00:00,1768.0,40.0,1307.0,46.0,600.70000000000005,,146.09999999999999
1972-01-01 00:00:00,1792.0,40.0,1105.0,47.0,616.10000000000002,,57.600000000000001
1972-02-01 00:00:00,1711.0,37.0,1078.0,44.0,596.10000000000002,,45.200000000000003
1972-03-01 00:00:00,1867.0,41.0,1320.0,51.0,652.70000000000005,,45.799999999999997
1972-04-01 00:00:00,1717.0,34.0,1139.0,44.0,623.70000000000005,,44.299999999999997
1972-05-01 00:00:00,1936.0,35.0,1160.0,44.0,715.39999999999998,,74.599999999999994
1972-06-01 00:00:00,1913.0,35.0,1087.0,42.0,713.10000000000002,,149.0
1972-07-01 00:00:00,1692.0,33.0,902.0,37.0,636.60000000000002,,186.90000000000001
1972-08-01 00:00:00,1987.0,38.0,1089.0,43.0,738.60000000000002,,254.59999999999999
1972-09-01 00:00:00,1880.0,34.0,1073.0,44.0,636.10000000000002,,241.69999999999999
1972-10-01 00:00:00,2013.0,37.0,1202.0,50.0,694.79999999999995,,282.69999999999999
1972-11-01 00:00:00,1897.0,34.0,1218.0,45.0,618.10000000000002,,261.30000000000001
1972-12-01 00:00:00,1813.0,31.0,1087.0,42.0,582.20000000000005,,152.69999999999999
1973-01-01 00:00:00,1945.0,36.0,1149.0,46.0,662.10000000000002,,69.700000000000003
