date,beef,veal,pork,lamb_and_mutton,broilers,other_chicken,turkey
1973-02-01 00:00:00,1675.0,29.0,979.0,39.0,566.20000000000005,,41.600000000000001
1973-03-01 00:00:00,1774.0,31.0,1134.0,40.0,621.39999999999998,,45.299999999999997
1973-04-01 00:00:00,1483.0,24.0,1033.0,39.0,594.39999999999998,,55.799999999999997
1973-05-01 00:00:00,1826.0,27.0,1150.0,48.0,712.10000000000002,,84.200000000000003
1973-06-01 00:00:00,1740.0,25.0,995.0,39.0,680.0,,142.90000000000001
1973-07-01 00:00:00,1695.0,24.0,889.0,43.0,673.60000000000002,,185.0
1973-08-01 00:00:00,1662.0,25.0,973.0,44.0,703.5,,234.09999999999999
1973-09-01 00:00:00,1641.0,24.0,929.0,41.0,609.5,,212.30000000000001
1973-10-01 00:00:00,1996.0,28.0,1152.0,49.0,733.5,,272.60000000000002
1973-11-01 00:00:00,1874.0,28.0,1137.0,40.0,641.70000000000005,,269.89999999999998
1973-12-01 00:00:00,1778.0,24.0,1058.0,34.0,588.20000000000005,,174.59999999999999
1974-01-01 00:00:00,1973.0,29.0,1212.0,41.0,713.10000000000002,,97.299999999999997
1974-02-01 00:00:00,1603.0,25.0,999.0,34.0,601.20000000000005,,59.799999999999997
1974-03-01 00:00:00,1858.0,29.0,1167.0,44.0,641.89999999999998,,58.899999999999999
1974-04-01 00:00:00,1853.0,28.0,1225.0,43.0,672.39999999999998,,80.099999999999994
1974-05-01 00:00:00,1945.0,29.0,1256.0,36.0,745.0,,113.2
1974-06-01 00:00:00,1839.0,27.0,1050.0,29.0,687.20000000000005,,159.69999999999999
1974-07-01 00:00:00,1941.0,34.0,1015.0,36.0,720.10000000000002,,213.09999999999999
1974-08-01 00:00:00,1953.0,40.0,1100.0,39.0,713.79999999999995,,237.19999999999999
1974-09-01 00:00:00,1857.0,47.0,1127.0,43.0,621.10000000000002,,220.19999999999999
1974-10-01 00:00:00,2151.0,59.0,1217.0,44.0,686.89999999999998,,261.10000000000002
1974-11-01 00:00:00,1952.0,48.0,1123.0,32.0,524.5,,215.30000000000001
1974-12-01 00:00:00,1918.0,47.0,1091.0,32.0,589.60000000000002,,119.90000000000001
1975-01-01 00:00:00,2106.0,59.0,1114.0,36.0,646.20000000000005,,64.900000000000006
1975-02-01 00:00:00,1845.0,50.0,954.0,31.0,570.20000000000005,,47.100000000000001
1975-03-01 00:00:00,1891.0,57.0,976.0,35.0,616.60000000000002,,54.399999999999999
1975-04-01 00:00:00,1895.0,60.0,1100.0,34.0,688.29999999999995,,68.700000000000003
1975-05-01 00:00:00,1849.0,59.0,934.0,31.0,690.10000000000002,,81.900000000000006
1975-06-01 00:00:00,1849.0,63.0,889.0,31.0,683.10000000000002,,138.40000000000001
1975-07-01 00:00:00,1916.0,77.0,817.0,32.0,714.20000000000005,,193.19999999999999
1975-08-01 00:00:00,1961.0,73.0,794.0,32.0,680.5,,203.30000000000001
1975-09-01 00:00:00,2065.0,82.0,901.0,40.0,684.89999999999998,,229.0
1975-10-01 00:00:00,2270.0,95.0,936.0,38.0,739.79999999999995,,257.5
1975-11-01 00:00:00,1970.0,76.0,904.0,28.0,560.70000000000005,,220.19999999999999
1975-12-01 00:00:00,2055.0,76.0,996.0,32.0,691.39999999999998,,157.5
1976-01-01 00:00:00,2208.0,73.0,953.0,33.0,712.29999999999995,,76.299999999999997
1976-02-01 00:00:00,1966.0,62.0,850.0,29.0,632.29999999999995,,61.700000000000003
1976-03-01 00:00:00,2318.0,71.0,1093.0,33.0,771.89999999999998,,68.599999999999994
1976-04-01 00:00:00,2015.0,59.0,1003.0,32.0,742.5,,79.900000000000006
1976-05-01 00:00:00,1969.0,56.0,880.0,23.0,745.39999999999998,,106.5
1976-06-01 00:00:00,2161.0,63.0,899.0,27.0,825.89999999999998,,182.19999999999999
1976-07-01 00:00:00,2111.0,62.0,847.0,28.0,766.0,,213.90000000000001
1976-08-01 00:00:00,2233.0,67.0,1020.0,30.0,805.20000000000005,,243.80000000000001
1976-09-01 00:00:00,2274.0,75.0,1084.0,34.0,800.29999999999995,,252.80000000000001
1976-10-01 00:00:00,2203.0,75.0,1188.0,31.0,769.5,,256.60000000000002
1976-11-01 00:00:00,2096.0,72.0,1255.0,30.0,699.20000000000005,,261.5
1976-12-01 00:00:00,2113.0,77.0,1146.0,31.0,716.79999999999995,,146.5
1977-01-01 00:00:00,2116.0,68.0,1024.0,29.0,713.79999999999995,,70.5
1977-02-01 00:00:00,1981.0,63.0,1013.0,27.0,659.20000000000005,,58.700000000000003
1977-03-01 00:00:00,2190.0,70.0,1257.0,34.0,783.20000000000005,,80.299999999999997
1977-04-01 00:00:00,1985.0,59.0,1119.0,31.0,744.89999999999998,,78.900000000000006
1977-05-01 00:00:00,1991.0,61.0,1044.0,25.0,809.89999999999998,,110.0
1977-06-01 00:00:00,2182.0,66.0,1022.0,29.0,843.70000000000005,,176.5
1977-07-01 00:00:00,1970.0,62.0,869.0,25.0,745.5,,189.59999999999999
1977-08-01 00:00:00,2229.0,72.0,1074.0,29.0,870.39999999999998,,244.40000000000001
1977-09-01 00:00:00,2122.0,71.0,1130.0,30.0,808.20000000000005,,238.19999999999999
1977-10-01 00:00:00,2095.0,70.0,1151.0,29.0,775.5,,250.30000000000001
1977-11-01 00:00:00,2080.0,68.0,1241.0,27.0,719.79999999999995,,246.80000000000001
1977-12-01 00:00:00,2045.0,63.0,1108.0,25.0,753.20000000000005,,148.19999999999999
1978-01-01 00:00:00,2078.0,62.0,1051.0,25.0,781.39999999999998,,81.799999999999997
1978-02-01 00:00:00,1954.0,56.0,1013.0,23.0,715.70000000000005,,59.700000000000003
1978-03-01 00:00:00,2074.0,60.0,1179.0,28.0,830.0,,86.299999999999997
1978-04-01 00:00:00,1910.0,50.0,1093.0,25.0,769.10000000000002,,80.799999999999997
1978-05-01 00:00:00,2066.0,52.0,1125.0,26.0,902.60000000000002,,129.30000000000001
1978-06-01 00:00:00,1962.0,47.0,1047.0,25.0,874.89999999999998,,189.5
1978-07-01 00:00:00,1852.0,44.0,964.0,23.0,801.70000000000005,,199.90000000000001
1978-08-01 00:00:00,2097.0,50.0,1101.0,25.0,930.79999999999995,,248.90000000000001
1978-09-01 00:00:00,1974.0,45.0,1095.0,25.0,834.0,,230.90000000000001
1978-10-01 00:00:00,2103.0,48.0,1176.0,27.0,896.39999999999998,,271.19999999999999
1978-11-01 00:00:00,2038.0,45.0,1236.0,25.0,779.10000000000002,,248.90000000000001
1978-12-01 00:00:00,1901.0,40.0,1129.0,24.0,767.29999999999995,,156.30000000000001
1979-01-01 00:00:00,2070.0,41.0,1146.0,23.0,897.29999999999995,,99.299999999999997
1979-02-01 00:00:00,1700.0,35.0,1000.0,21.0,749.10000000000002,,77.200000000000003
1979-03-01 00:00:00,1777.0,38.0,1249.0,27.0,905.0,,95.0
1979-04-01 00:00:00,1585.0,33.0,1236.0,25.0,889.79999999999995,,112.3
1979-05-01 00:00:00,1765.0,33.0,1307.0,25.0,1013.5,,157.30000000000001
1979-06-01 00:00:00,1726.0,32.0,1211.0,21.0,940.70000000000005,,195.90000000000001
1979-07-01 00:00:00,1683.0,34.0,1220.0,22.0,965.29999999999995,,219.19999999999999
1979-08-01 00:00:00,1921.0,34.0,1351.0,23.0,1026.3,,267.69999999999999
1979-09-01 00:00:00,1618.0,31.0,1204.0,23.0,863.20000000000005,,233.0
1979-10-01 00:00:00,1972.0,37.0,1551.0,26.0,1038.0,,297.5
1979-11-01 00:00:00,1780.0,33.0,1470.0,23.0,820.10000000000002,,261.89999999999998
1979-12-01 00:00:00,1695.0,30.0,1326.0,23.0,807.20000000000005,,165.5
1980-01-01 00:00:00,1888.0,33.0,1450.0,27.0,962.0,,141.19999999999999
1980-02-01 00:00:00,1708.0,28.0,1288.0,25.0,872.70000000000005,,109.40000000000001
1980-03-01 00:00:00,1653.0,30.0,1388.0,28.0,920.0,,127.90000000000001
1980-04-01 00:00:00,1742.0,30.0,1516.0,28.0,1009.0,,143.0
1980-05-01 00:00:00,1784.0,29.0,1471.0,27.0,1006.7,,178.40000000000001
1980-06-01 00:00:00,1725.0,30.0,1312.0,22.0,976.20000000000005,,206.90000000000001
1980-07-01 00:00:00,1784.0,31.0,1232.0,23.0,936.29999999999995,,240.30000000000001
1980-08-01 00:00:00,1773.0,31.0,1189.0,23.0,913.79999999999995,,227.0
1980-09-01 00:00:00,1827.0,33.0,1335.0,26.0,941.79999999999995,,244.30000000000001
1980-10-01 00:00:00,2026.0,38.0,1485.0,29.0,997.20000000000005,,276.80000000000001
1980-11-01 00:00:00,1702.0,31.0,1339.0,24.0,796.10000000000002,,246.30000000000001
1980-12-01 00:00:00,1857.0,35.0,1428.0,28.0,940.39999999999998,,190.80000000000001
1981-01-01 00:00:00,1937.0,35.0,1416.0,29.0,974.60000000000002,,142.09999999999999
1981-02-01 00:00:00,1722.0,30.0,1235.0,26.0,864.20000000000005,,119.59999999999999
1981-03-01 00:00:00,1900.0,35.0,1425.0,29.0,1010.7,,136.40000000000001
1981-04-01 00:00:00,1813.0,32.0,1425.0,29.0,1027.0,,149.30000000000001
1981-05-01 00:00:00,1764.0,30.0,1254.0,24.0,1025.8,,178.30000000000001
1981-06-01 00:00:00,1861.0,32.0,1201.0,24.0,1042.8,,225.69999999999999
1981-07-01 00:00:00,1821.0,34.0,1162.0,24.0,1037.4000000000001,,250.40000000000001
1981-08-01 00:00:00,1828.0,33.0,1157.0,25.0,1003.8,,261.69999999999999
1981-09-01 00:00:00,1892.0,38.0,1287.0,30.0,1039.7,,273.10000000000002
1981-10-01 00:00:00,1971.0,40.0,1391.0,31.0,1033.7,,290.10000000000002
1981-11-01 00:00:00,1803.0,35.0,1319.0,27.0,872.60000000000002,,278.30000000000001
1981-12-01 00:00:00,1902.0,40.0,1445.0,30.0,973.5,,204.19999999999999
1982-01-01 00:00:00,1853.0,36.0,1229.0,29.0,933.79999999999995,,132.19999999999999
1982-02-01 00:00:00,1725.0,32.0,1114.0,28.0,902.20000000000005,,123.3
1982-03-01 00:00:00,1877.0,39.0,1350.0,33.0,1052.4000000000001,,154.90000000000001
1982-04-01 00:00:00,1763.0,33.0,1255.0,31.0,1018.0,,147.40000000000001
1982-05-01 00:00:00,1731.0,31.0,1125.0,26.0,1006.1,,164.30000000000001
1982-06-01 00:00:00,1869.0,35.0,1170.0,28.0,1085.2,,216.19999999999999
1982-07-01 00:00:00,1802.0,34.0,1040.0,27.0,1029.5,,228.30000000000001
1982-08-01 00:00:00,1941.0,35.0,1088.0,29.0,1057.2,,265.39999999999998
1982-09-01 00:00:00,1987.0,38.0,1112.0,32.0,1043.0999999999999,,267.69999999999999
1982-10-01 00:00:00,2020.0,37.0,1178.0,31.0,1010.4,,276.60000000000002
1982-11-01 00:00:00,1891.0,36.0,1257.0,31.0,929.79999999999995,,289.80000000000001
1982-12-01 00:00:00,1907.0,37.0,1203.0,31.0,971.29999999999995,,192.69999999999999
1983-01-01 00:00:00,1928.0,34.0,1159.0,30.0,1021.0,,144.09999999999999
1983-02-01 00:00:00,1707.0,32.0,1021.0,27.0,933.60000000000002,,135.5
1983-03-01 00:00:00,1892.0,37.0,1303.0,36.0,1106.2,,182.69999999999999
1983-04-01 00:00:00,1727.0,32.0,1262.0,30.0,1054.3,,166.5
1983-05-01 00:00:00,1859.0,32.0,1243.0,30.0,1096.3,,183.69999999999999
1983-06-01 00:00:00,1970.0,34.0,1266.0,29.0,1125.2,,231.30000000000001
1983-07-01 00:00:00,1807.0,33.0,1134.0,28.0,977.39999999999998,,224.80000000000001
1983-08-01 00:00:00,2118.0,39.0,1250.0,33.0,1113.0999999999999,,271.80000000000001
1983-09-01 00:00:00,2090.0,38.0,1273.0,33.0,1044.7,,263.69999999999999
1983-10-01 00:00:00,2062.0,41.0,1388.0,32.0,1038.4000000000001,,281.30000000000001
1983-11-01 00:00:00,1935.0,39.0,1468.0,29.0,937.20000000000005,,288.69999999999999
1983-12-01 00:00:00,1965.0,37.0,1350.0,30.0,941.60000000000002,,189.0
1984-01-01 00:00:00,1914.0,39.0,1235.0,31.0,1028.9000000000001,,138.09999999999999
1984-02-01 00:00:00,1859.0,36.0,1165.0,32.0,984.5,,139.0
1984-03-01 00:00:00,1937.0,40.0,1338.0,35.0,1069.0,,155.09999999999999
1984-04-01 00:00:00,1776.0,36.0,1233.0,34.0,1052.2,,163.09999999999999
1984-05-01 00:00:00,2060.0,39.0,1281.0,31.0,1184.4000000000001,,202.59999999999999
1984-06-01 00:00:00,1984.0,38.0,1156.0,27.0,1113.5,,223.59999999999999
1984-07-01 00:00:00,1936.0,40.0,1041.0,28.0,1102.7,,242.30000000000001
1984-08-01 00:00:00,2112.0,44.0,1175.0,31.0,1210.5,,279.60000000000002
1984-09-01 00:00:00,1904.0,39.0,1139.0,29.0,1026.0999999999999,,255.40000000000001
1984-10-01 00:00:00,2182.0,46.0,1411.0,33.0,1212.8,,320.80000000000001
1984-11-01 00:00:00,1924.0,43.0,1326.0,30.0,1018.7,,271.69999999999999
1984-12-01 00:00:00,1830.0,39.0,1220.0,30.0,995.39999999999998,,182.80000000000001
1985-01-01 00:00:00,2066.0,42.0,1281.0,32.0,1154.9000000000001,,157.69999999999999
1985-02-01 00:00:00,1768.0,37.0,1105.0,28.0,991.5,,148.0
1985-03-01 00:00:00,1858.0,40.0,1232.0,33.0,1082.5,,176.40000000000001
1985-04-01 00:00:00,1936.0,41.0,1289.0,30.0,1196.5999999999999,,177.30000000000001
1985-05-01 00:00:00,2089.0,42.0,1329.0,29.0,1221.5,,212.5
1985-06-01 00:00:00,1898.0,37.0,1125.0,24.0,1094.8,,238.5
1985-07-01 00:00:00,2059.0,43.0,1147.0,28.0,1203.3,,271.10000000000002
1985-08-01 00:00:00,2123.0,41.0,1210.0,29.0,1198.4000000000001,,295.19999999999999
1985-09-01 00:00:00,1985.0,42.0,1196.0,28.0,1081.9000000000001,,288.30000000000001
1985-10-01 00:00:00,2108.0,46.0,1358.0,33.0,1252.5,,341.5
1985-11-01 00:00:00,1812.0,42.0,1241.0,28.0,997.79999999999995,,282.5
1985-12-01 00:00:00,1855.0,46.0,1215.0,30.0,1094.0999999999999,,210.69999999999999
1986-01-01 00:00:00,2140.0,46.0,1266.0,31.0,1211.3,,187.5
1986-02-01 00:00:00,1769.0,40.0,1106.0,27.0,1087.0,,175.0
1986-03-01 00:00:00,1860.0,43.0,1198.0,32.0,1115.8,,193.59999999999999
1986-04-01 00:00:00,2110.0,45.0,1292.0,29.0,1249.5999999999999,,205.19999999999999
1986-05-01 00:00:00,2109.0,43.0,1211.0,25.0,1229.0999999999999,,236.40000000000001
1986-06-01 00:00:00,2027.0,41.0,1065.0,24.0,1194.5,,275.80000000000001
1986-07-01 00:00:00,2147.0,45.0,1063.0,26.0,1197.5,,307.60000000000002
1986-08-01 00:00:00,2076.0,41.0,1037.0,25.0,1181.0,,299.39999999999998
1986-09-01 00:00:00,2050.0,43.0,1137.0,30.0,1241.5999999999999,,331.39999999999998
1986-10-01 00:00:00,2146.0,44.0,1285.0,30.0,1255.7,,365.80000000000001
1986-11-01 00:00:00,1808.0,37.0,1117.0,24.0,1050.4000000000001,,307.10000000000002
1986-12-01 00:00:00,1971.0,41.0,1221.0,28.0,1252.2,,248.19999999999999
1987-01-01 00:00:00,2102.0,39.0,1244.0,25.0,1275.7,,215.40000000000001
1987-02-01 00:00:00,1745.0,35.0,1070.0,24.0,1160.7,,212.80000000000001
1987-03-01 00:00:00,1907.0,38.0,1226.0,27.0,1298.2,,241.90000000000001
1987-04-01 00:00:00,1928.0,34.0,1170.0,29.0,1274.5,,255.0
1987-05-01 00:00:00,1851.0,32.0,1071.0,22.0,1261.0,,274.10000000000002
1987-06-01 00:00:00,1958.0,35.0,1086.0,24.0,1371.5,,335.80000000000001
1987-07-01 00:00:00,2017.0,34.0,1082.0,25.0,1337.9000000000001,,358.80000000000001
1987-08-01 00:00:00,2007.0,30.0,1075.0,24.0,1257.0,,357.39999999999998
1987-09-01 00:00:00,2040.0,35.0,1227.0,28.0,1371.2,,383.89999999999998
1987-10-01 00:00:00,2098.0,36.0,1359.0,28.0,1383.5999999999999,,411.39999999999998
1987-11-01 00:00:00,1828.0,32.0,1312.0,25.0,1177.0999999999999,,373.5
1987-12-01 00:00:00,1924.0,36.0,1390.0,28.0,1336.8,,297.0
1988-01-01 00:00:00,1946.0,32.0,1244.0,24.0,1306.0999999999999,,255.69999999999999
1988-02-01 00:00:00,1829.0,32.0,1184.0,26.0,1289.7,,266.89999999999998
1988-03-01 00:00:00,1925.0,33.0,1362.0,35.0,1400.4000000000001,,314.0
1988-04-01 00:00:00,1841.0,28.0,1263.0,26.0,1313.5,,276.60000000000002
1988-05-01 00:00:00,1918.0,30.0,1231.0,27.0,1367.3,,331.30000000000001
1988-06-01 00:00:00,2025.0,34.0,1233.0,27.0,1398.0,,373.19999999999999
1988-07-01 00:00:00,1982.0,31.0,1133.0,24.0,1234.0999999999999,,322.39999999999998
1988-08-01 00:00:00,2162.0,35.0,1282.0,28.0,1421.9000000000001,,377.30000000000001
1988-09-01 00:00:00,2041.0,33.0,1360.0,28.0,1378.7,,365.80000000000001
1988-10-01 00:00:00,2007.0,34.0,1443.0,28.0,1379.0999999999999,,395.69999999999999
1988-11-01 00:00:00,1876.0,33.0,1463.0,27.0,1307.0999999999999,,371.69999999999999
1988-12-01 00:00:00,1872.0,32.0,1425.0,29.0,1328.4000000000001,,272.80000000000001
1989-01-01 00:00:00,1899.0,32.0,1307.0,27.0,1386.0,,254.09999999999999
1989-02-01 00:00:00,1744.0,28.0,1205.0,27.0,1270.0999999999999,,248.09999999999999
1989-03-01 00:00:00,1887.0,31.0,1373.0,34.0,1473.4000000000001,,301.30000000000001
1989-04-01 00:00:00,1756.0,27.0,1322.0,26.0,1335.8,,268.80000000000001
1989-05-01 00:00:00,1999.0,29.0,1341.0,28.0,1538.5,,356.89999999999998
1989-06-01 00:00:00,2022.0,29.0,1266.0,26.0,1514.5,,388.60000000000002
1989-07-01 00:00:00,1888.0,27.0,1108.0,25.0,1365.0,,360.39999999999998
1989-08-01 00:00:00,2092.0,29.0,1333.0,29.0,1604.2,,430.30000000000001
1989-09-01 00:00:00,1913.0,28.0,1349.0,27.0,1426.2,,385.69999999999999
1989-10-01 00:00:00,2041.0,31.0,1421.0,30.0,1497.0999999999999,,422.60000000000002
1989-11-01 00:00:00,1906.0,28.0,1446.0,31.0,1432.2,,423.10000000000002
1989-12-01 00:00:00,1827.0,25.0,1288.0,31.0,1491.0999999999999,,334.89999999999998
1990-01-01 00:00:00,1932.0,27.0,1363.0,32.0,1586.5999999999999,,334.0
1990-02-01 00:00:00,1706.0,24.0,1213.0,29.0,1368.0,,298.30000000000001
1990-03-01 00:00:00,1870.0,28.0,1329.0,32.0,1540.0999999999999,,351.10000000000002
1990-04-01 00:00:00,1748.0,22.0,1248.0,31.0,1489.3,,328.39999999999998
1990-05-01 00:00:00,2007.0,25.0,1257.0,31.0,1635.0999999999999,,384.10000000000002
1990-06-01 00:00:00,1981.0,25.0,1142.0,27.0,1535.7,,389.19999999999999
1990-07-01 00:00:00,1945.0,25.0,1103.0,27.0,1516.8,,395.69999999999999
1990-08-01 00:00:00,2063.0,28.0,1310.0,30.0,1688.8,,444.0
1990-09-01 00:00:00,1815.0,26.0,1228.0,27.0,1421.4000000000001,,382.89999999999998
1990-10-01 00:00:00,2044.0,31.0,1392.0,32.0,1768.5999999999999,,478.39999999999998
1990-11-01 00:00:00,1842.0,28.0,1373.0,30.0,1566.9000000000001,,446.19999999999999
1990-12-01 00:00:00,1681.0,27.0,1342.0,30.0,1437.0,,328.60000000000002
1991-01-01 00:00:00,1970.0,31.0,1396.0,33.0,1664.4000000000001,,365.60000000000002
1991-02-01 00:00:00,1695.0,25.0,1204.0,30.0,1485.5,,322.0
1991-03-01 00:00:00,1720.0,25.0,1300.0,36.0,1530.9000000000001,,329.69999999999999
1991-04-01 00:00:00,1872.0,23.0,1361.0,29.0,1701.7,,375.80000000000001
1991-05-01 00:00:00,1947.0,23.0,1291.0,30.0,1743.9000000000001,,398.19999999999999
1991-06-01 00:00:00,1874.0,20.0,1140.0,25.0,1579.0999999999999,,380.69999999999999
1991-07-01 00:00:00,1996.0,22.0,1207.0,28.0,1721.3,,402.19999999999999
1991-08-01 00:00:00,2077.0,22.0,1299.0,27.0,1746.8,,421.80000000000001
1991-09-01 00:00:00,1940.0,24.0,1316.0,28.0,1590.8,,404.80000000000001
1991-10-01 00:00:00,2114.0,28.0,1534.0,32.0,1833.9000000000001,,482.0
1991-11-01 00:00:00,1813.0,26.0,1456.0,29.0,1513.4000000000001,,419.19999999999999
1991-12-01 00:00:00,1782.0,27.0,1444.0,31.0,1615.9000000000001,,349.89999999999998
1992-01-01 00:00:00,2039.0,28.0,1525.0,31.0,1782.9000000000001,,362.89999999999998
1992-02-01 00:00:00,1708.0,25.0,1329.0,28.0,1580.7,,331.69999999999999
1992-03-01 00:00:00,1850.0,27.0,1467.0,32.0,1760.5999999999999,,361.30000000000001
1992-04-01 00:00:00,1787.0,25.0,1414.0,33.0,1729.7,,385.19999999999999
1992-05-01 00:00:00,1900.0,25.0,1287.0,25.0,1740.3,,374.19999999999999
1992-06-01 00:00:00,2039.0,25.0,1332.0,27.0,1824.7,,435.0
1992-07-01 00:00:00,2015.0,24.0,1375.0,27.0,1819.9000000000001,,451.80000000000001
1992-08-01 00:00:00,1980.0,24.0,1378.0,25.0,1763.3,,411.89999999999998
1992-09-01 00:00:00,1996.0,23.0,1511.0,30.0,1803.5,,431.30000000000001
1992-10-01 00:00:00,2015.0,24.0,1588.0,29.0,1834.0,,467.60000000000002
1992-11-01 00:00:00,1784.0,23.0,1455.0,27.0,1595.0,,423.0
1992-12-01 00:00:00,1855.0,26.0,1524.0,29.0,1817.8,,393.10000000000002
1993-01-01 00:00:00,1822.0,22.0,1435.0,25.0,1802.8,,354.10000000000002
1993-02-01 00:00:00,1677.0,21.0,1289.0,25.0,1659.5999999999999,,322.69999999999999
1993-03-01 00:00:00,1858.0,26.0,1480.0,32.0,1897.0999999999999,,382.89999999999998
1993-04-01 00:00:00,1782.0,22.0,1465.0,30.0,1867.2,,391.89999999999998
1993-05-01 00:00:00,1857.0,19.0,1309.0,27.0,1790.4000000000001,,378.69999999999999
1993-06-01 00:00:00,2051.0,22.0,1377.0,31.0,1979.4000000000001,,446.69999999999999
1993-07-01 00:00:00,1984.0,21.0,1311.0,26.0,1801.8,,419.30000000000001
1993-08-01 00:00:00,2065.0,23.0,1389.0,27.0,1905.3,,426.89999999999998
1993-09-01 00:00:00,2027.0,22.0,1440.0,27.0,1914.9000000000001,,436.0
1993-10-01 00:00:00,1980.0,22.0,1472.0,25.0,1872.0,,451.39999999999998
1993-11-01 00:00:00,1891.0,23.0,1509.0,26.0,1810.2,,461.80000000000001
1993-12-01 00:00:00,1948.0,24.0,1554.0,28.0,1877.4000000000001,,375.30000000000001
1994-01-01 00:00:00,1942.0,23.0,1376.0,25.0,1887.0,,347.80000000000001
1994-02-01 00:00:00,1802.0,22.0,1275.0,27.0,1751.5999999999999,,342.0
1994-03-01 00:00:00,2001.0,26.0,1530.0,34.0,2028.0,,400.89999999999998
1994-04-01 00:00:00,1901.0,22.0,1432.0,27.0,1924.3,,380.60000000000002
1994-05-01 00:00:00,1985.0,22.0,1396.0,28.0,1986.5,,415.60000000000002
1994-06-01 00:00:00,2156.0,24.0,1411.0,24.0,2073.3000000000002,,457.89999999999998
1994-07-01 00:00:00,2027.0,21.0,1294.0,19.0,1881.5,,405.60000000000002
1994-08-01 00:00:00,2215.0,24.0,1493.0,24.0,2206.1999999999998,,483.60000000000002
1994-09-01 00:00:00,2135.0,23.0,1539.0,23.0,2079.0999999999999,,447.69999999999999
1994-10-01 00:00:00,2116.0,25.0,1631.0,23.0,2062.9000000000001,,459.10000000000002
1994-11-01 00:00:00,1978.0,25.0,1639.0,24.0,1986.4000000000001,,453.89999999999998
1994-12-01 00:00:00,2020.0,26.0,1642.0,26.0,1979.2,,397.5
1995-01-01 00:00:00,2010.0,27.0,1500.0,24.0,2059.4000000000001,,389.10000000000002
1995-02-01 00:00:00,1811.0,24.0,1354.0,24.0,1890.4000000000001,,371.19999999999999
1995-03-01 00:00:00,2067.0,27.0,1634.0,30.0,2196.6999999999998,,435.80000000000001
1995-04-01 00:00:00,1854.0,22.0,1404.0,27.0,1912.5999999999999,,371.89999999999998
1995-05-01 00:00:00,2186.0,26.0,1525.0,23.0,2211.5999999999999,,443.39999999999998
1995-06-01 00:00:00,2285.0,26.0,1464.0,22.0,2232.0,,482.10000000000002
1995-07-01 00:00:00,2089.0,24.0,1299.0,19.0,1944.9000000000001,,413.10000000000002
1995-08-01 00:00:00,2316.0,26.0,1504.0,23.0,2181.0,,451.69999999999999
1995-09-01 00:00:00,2220.0,26.0,1438.0,21.0,2055.9000000000001,,424.0
1995-10-01 00:00:00,2181.0,27.0,1574.0,22.0,2234.8000000000002,,483.0
1995-11-01 00:00:00,2098.0,27.0,1608.0,23.0,2082.9000000000001,,466.69999999999999
1995-12-01 00:00:00,1998.0,26.0,1507.0,23.0,2018.5,,396.80000000000001
1996-01-01 00:00:00,2220.0,30.0,1550.0,23.0,2286.5,,415.80000000000001
1996-02-01 00:00:00,2048.0,30.0,1417.0,24.0,2168.4000000000001,,429.39999999999998
